gameReferenceId,id,period,periodTime,gameTime,currentPossession,teamInPossession,currentPlayInPossession,isPossessionEvent,isDefensiveEvent,isPossessionBreaking,isLastPlayOfPossession,frame,timecode,shorthand,name,zone,type,outcome,flags,previousName,previousType,previousOutcome,xCoord,yCoord,xAdjCoord,yAdjCoord,scoreDifferential,manpowerSituation,teamSkatersOnIce,teamForwardsOnIceRefs,teamDefencemenOnIceRefs,teamGoalieOnIceRef,opposingTeamSkatersOnIce,opposingTeamForwardsOnIceRefs,opposingTeamDefencemenOnIceRefs,opposingTeamGoalieOnIceRef,team,playerJersey,playerPosition,playerFirstName,playerLastName,playerReferenceId,playZone,playSection,expectedGoalsOnNet,expectedGoalsAllShots
20104,782,1,842.5,842.5,112,"Linköping HC",11,true,false,false,false,60228,00:25:02:10,OZDEKE+,puckprotection,oz,deke,successful,,none,none,none,-78.65939,-38.47647,78.65939,38.47647,0,evenStrength,5,"	2257, 4935, 4998","	1655, 2027","	6438",5,"	1439, 2601, 6430","	4076, 4703","	2968","Linköping HC",20,C,Johan,Johnsson,2257,oz,outsideNorthEast,,
20104,783,1,844.2,844.2,112,"Linköping HC",12,false,true,true,false,60279,00:25:04:01,"DZ STICK CHK+",check,dz,stick,successful,,none,none,none,-88.21737,-34.955883,-88.21737,-34.955883,0,evenStrength,5,"	1439, 2601, 6430","	4076, 4703","	2968",5,"	2257, 4935, 4998","	1655, 2027","	6438","Brynäs Brynäs IF",17,D,Viktor,Persson,4703,dz,outsideNorthEastDZ,,
20104,784,1,844.2,844.2,112,"Linköping HC",13,true,false,false,true,60279,00:25:04:01,OZDEKE-,puckprotection,oz,deke,failed,,none,none,none,-87.2094,-34.955883,87.2094,34.955883,0,evenStrength,5,"	2257, 4935, 4998","	1655, 2027","	6438",5,"	1439, 2601, 6430","	4076, 4703","	2968","Linköping HC",20,C,Johan,Johnsson,2257,oz,outsideNorthEast,,
20104,785,1,845.9,845.9,112,"Linköping HC",14,false,false,false,false,60330,00:25:05:22,"CONT LPR- OZ",lpr,oz,contested,failed,alongboards,none,none,none,-85.19763,-35.961765,85.19763,35.961765,0,evenStrength,5,"	2257, 4935, 4998","	1655, 2027","	6438",5,"	1439, 2601, 6430","	4076, 4703","	2968","Linköping HC",53,RW,Adam,Hofbauer,4935,oz,outsideNorthEast,,
20104,786,1,845.9,845.9,112,"Linköping HC",15,false,false,false,false,60330,00:25:05:22,"CONT LPR- DZ",lpr,dz,contested,failed,alongboards,none,none,none,-85.19763,-35.961765,-85.19763,-35.961765,0,evenStrength,5,"	1439, 2601, 6430","	4076, 4703","	2968",5,"	2257, 4935, 4998","	1655, 2027","	6438","Brynäs Brynäs IF",17,D,Viktor,Persson,4703,dz,outsideNorthEastDZ,,
20104,787,1,850.8,850.8,113,"Brynäs Brynäs IF",0,true,false,false,false,60477,00:25:10:19,"CONT LPR FROM SC DZ",lpr,dz,contested,successful,alongboards,check,stick,successful,-93.24469,-28.92059,-93.24469,-28.92059,0,evenStrength,5,"	1439, 2601, 6430","	4076, 4703","	2968",5,"	2257, 4935, 4998","	1655, 2027","	6438","Brynäs Brynäs IF",11,C,Jordan,Schroeder,6430,dz,outsideNorthEastDZ,,
20104,788,1,850.8,850.8,113,"Brynäs Brynäs IF",1,false,false,false,false,60477,00:25:10:19,"CONT LPR- OZ",lpr,oz,contested,failed,alongboards,none,none,none,-93.24469,-28.92059,93.24469,28.92059,0,evenStrength,5,"	2257, 4935, 4998","	1655, 2027","	6438",5,"	1439, 2601, 6430","	4076, 4703","	2968","Linköping HC",20,C,Johan,Johnsson,2257,oz,outsideNorthEast,,
20104,789,1,851.2,851.2,113,"Brynäs Brynäs IF",2,true,false,false,false,60489,00:25:11:01,"DZONE D2D OFFBOARDS+",pass,dz,d2doffboards,successful,westside,none,none,none,-95.76148,-27.411764,-95.76148,-27.411764,0,evenStrength,5,"	1439, 2601, 6430","	4076, 4703","	2968",5,"	2257, 4935, 4998","	1655, 2027","	6438","Brynäs Brynäs IF",11,C,Jordan,Schroeder,6430,dz,outsideNorthEastDZ,,
20104,790,1,852.36666666667,852.36666666667,113,"Brynäs Brynäs IF",3,true,false,false,false,60524,00:25:12:06,"D-ZONE PASS RECEPTION",reception,dz,regular,successful,,none,none,none,-94.7556,-3.270588,-94.7556,-3.270588,0,evenStrength,5,"	1439, 2601, 6430","	4076, 4703","	2968",5,"	2257, 4935, 4998","	1655, 2027","	6438","Brynäs Brynäs IF",9,D,Victor,Söderström,4076,dz,outsideNorthEastDZ,,
20104,791,1,854.73333333333,854.73333333333,113,"Brynäs Brynäs IF",4,true,false,false,true,60595,00:25:14:17,"OFF GLASS DUMP OUT+",dumpout,dz,boards,successful,,none,none,none,-87.714424,31.935295,-87.714424,31.935295,0,evenStrength,5,"	1439, 2601, 6430","	4076, 4703","	2968",5,"	2257, 4935, 4998","	1655, 2027","	6438","Brynäs Brynäs IF",9,D,Victor,Söderström,4076,dz,outsideNorthWestDZ,,
20104,792,1,859.26666666667,859.26666666667,114,"Linköping HC",0,true,false,false,false,60731,00:25:19:03,"DUMP IN LPR+",lpr,dz,opdump,successful,alongboards,none,none,none,81.77884,37.467644,-81.77884,-37.467644,0,evenStrength,5,"	2257, 4935, 4998","	1655, 2027","	6438",5,"	1439, 2601, 6430","	4076, 4703","	2968","Linköping HC",3,D,Linus,Hultström,2027,dz,outsideNorthEastDZ,,
20104,793,1,859.8,859.8,114,"Linköping HC",1,true,false,false,true,60747,00:25:19:19,"DZONE D2D OFFBOARDS-",pass,dz,d2doffboards,failed,westside,none,none,none,91.33472,29.92353,-91.33472,-29.92353,0,evenStrength,5,"	2257, 4935, 4998","	1655, 2027","	6438",5,"	1439, 2601, 6430","	4076, 4703","	2968","Linköping HC",3,D,Linus,Hultström,2027,dz,outsideNorthEastDZ,,
20104,794,1,860.73333333333,860.73333333333,114,"Linköping HC",2,false,true,true,false,60775,00:25:20:17,"BLOCK OPPOSITION PASS+",block,oz,pass,successful,,none,none,none,67.6944,40.48529,67.6944,40.48529,0,evenStrength,5,"	1439, 2601, 6430","	4076, 4703","	2968",5,"	2257, 4935, 4998","	1655, 2027","	6438","Brynäs Brynäs IF",18,RW,Anton,Rodin,1439,oz,outsideNorthEast,,
20104,795,1,860.9,860.9,114,"Linköping HC",3,false,false,false,false,60780,00:25:20:22,"FAILED PASS TRAJECTORY LOCATION DZ",failedpasslocation,dz,none,failed,,none,none,none,75.2406,39.31176,-75.2406,-39.31176,0,evenStrength,5,"	2257, 4935, 4998","	1655, 2027","	6438",5,"	1439, 2601, 6430","	4076, 4703","	2968","Linköping HC",3,D,Linus,Hultström,2027,dz,outsideNorthEastDZ,,
